id,ranking_score,geography_name,sq_meters,price,year_of_construction,ad_type,floor,rooms,subtype,price_per_sqrm
41492059,148.0,northern sub,520,1800000,2015,simple,3,5,maisonette,3462.0
42721181,164.5,northern sub,220,480000,1980,up,1,3,apartment,2182.0
41503664,157.8,northern sub,220,680000,1983,simple,1,4,maisonette,3091.0
43175783,142.5,northern sub,500,1300000,1997,simple,ground-floor,5,detached,2600.0
41514117,123.5,northern sub,480,790000,1988,simple,ground-floor,3,detached,1646.0
42727599,138.5,northern sub,220,480000,1982,simple,1,3,apartment,2182.0
43176175,122.0,northern sub,370,950000,2014,simple,ground-floor,4,maisonette,2568.0
43176176,121.0,northern sub,135,270000,1901,simple,1,3,apartment,2000.0
43176178,138.0,northern sub,650,620000,1980,simple,1,5,detached,954.0
43176189,127.0,northern sub,197,480000,1987,simple,1,3,maisonette,2437.0
43176196,122.0,northern sub,250,550000,2008,simple,1,5,apartment,2200.0
38460622,109.2,northern sub,680,2200000,1990,simple,ground-floor,3,villa,3235.0
41570388,48.0,northern sub,190,250000,1980,simple,1,3,apartment,1316.0
41591888,54.1,northern sub,331,800000,1975,simple,ground-floor,3,detached,2417.0
41615772,119.4,northern sub,650,720000,1975,simple,ground-floor,5,detached,1108.0
41621783,166.6,northern sub,180,500000,1972,simple,ground-floor,3,maisonette,2778.0
43180113,94.7,northern sub,200,300000,1988,simple,1,1,apartment,1500.0
41623250,45.8,northern sub,340,1300000,2005,simple,ground-floor,4,maisonette,3824.0
38542727,137.4,northern sub,300,1150000,2017,simple,ground-floor,5,maisonette,3833.0
43187116,142.0,northern sub,500,1300000,1997,premium,ground-floor,4,detached,2600.0
41687664,114.4,northern sub,159,220000,1984,simple,2,0,apartment,1384.0
41688170,99.0,northern sub,270,800000,1960,simple,ground-floor,4,detached,2963.0
41696648,152.8,northern sub,156,350000,1988,simple,2,3,apartment,2244.0
41703847,140.5,northern sub,592,1300000,1998,simple,ground-floor,7,maisonette,2196.0
41734823,147.0,northern sub,280,1000000,2012,simple,ground-floor,4,maisonette,3571.0
41735027,154.3,northern sub,660,2200000,1998,simple,ground-floor,5,detached,3333.0
41735086,145.0,northern sub,250,700000,2012,simple,ground-floor,4,maisonette,2800.0
38571420,109.3,northern sub,300,600000,2017,simple,1,4,maisonette,2000.0
41765530,91.9,northern sub,110,290000,1990,simple,1,2,apartment,2636.0
41774205,122.0,northern sub,453,1250000,1987,simple,ground-floor,5,maisonette,2759.0
41798487,143.0,northern sub,660,2500000,2000,simple,ground-floor,5,detached,3788.0
41806181,151.0,northern sub,290,800000,1958,simple,ground-floor,3,detached,2759.0
41824227,169.5,northern sub,520,1800000,2015,simple,ground-floor,4,detached,3462.0
41824565,159.5,northern sub,100,200000,2011,simple,semi-basement,2,apartment,2000.0
41827139,78.8,northern sub,190,350000,1990,premium,2,3,apartment,1842.0
38574830,148.5,northern sub,147,280000,1983,star,3,3,apartment,1905.0
41832761,94.8,northern sub,145,350000,2000,simple,2,3,apartment,2414.0
41836258,91.5,northern sub,208,425000,1980,simple,2,3,apartment,2043.0
42522297,129.1,south beach,56,150000,1983,simple,4,1,apartment,2679.0
42522374,135.0,south beach,115,500000,2008,simple,1,3,apartment,4348.0
42557775,170.0,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42572404,127.1,south beach,120,380000,2014,simple,3,3,apartment,3167.0
42468299,123.9,south beach,87,320000,2004,simple,3,2,apartment,3678.0
42479616,141.2,south beach,465,1440000,2001,simple,ground-floor,6,detached,3097.0
42485119,122.6,south beach,460,1440000,1996,simple,ground-floor,6,detached,3130.0
42486902,126.4,south beach,460,1450000,2001,simple,ground-floor,6,detached,3152.0
42505870,151.0,south beach,465,1440000,2001,simple,ground-floor,6,detached,3097.0
42515058,125.7,south beach,465,1440000,1998,simple,ground-floor,6,detached,3097.0
42603722,125.4,south beach,178,650000,2008,star,1,3,apartment,3652.0
42610947,136.9,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42614217,154.9,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42614982,101.1,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42615300,158.8,south beach,350,790000,1992,simple,ground-floor,4,detached,2257.0
42616240,151.0,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42616267,111.0,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42548939,120.5,south beach,41,150000,2000,simple,ground-floor,1,apartment,3659.0
42627254,87.9,south beach,40,150000,2000,simple,ground-floor,1,apartment,3750.0
42634386,88.5,south beach,145,670000,1980,simple,1,3,apartment,4621.0
42654276,140.5,south beach,392,890000,2000,simple,ground-floor,4,detached,2270.0
42661486,155.0,south beach,380,790000,1992,simple,ground-floor,4,detached,2079.0
42585219,138.0,south beach,465,1440000,2002,simple,ground-floor,6,detached,3097.0
42593312,121.4,south beach,40,150000,2000,simple,ground-floor,1,apartment,3750.0
42594955,138.9,south beach,40,150000,2000,simple,ground-floor,1,apartment,3750.0
42595235,122.4,south beach,40,150000,2000,simple,ground-floor,1,apartment,3750.0
42595522,132.4,south beach,40,150000,2002,simple,ground-floor,1,apartment,3750.0
42447839,144.4,south beach,205,820000,2019,simple,ground-floor,4,maisonette,4000.0
42447840,137.9,south beach,130,580000,2019,simple,3,3,apartment,4462.0
42447842,146.0,south beach,130,550000,2019,simple,2,3,apartment,4231.0
42616484,129.0,south beach,465,1440000,1990,simple,ground-floor,6,detached,3097.0
42659978,128.3,south beach,40,150000,2000,simple,ground-floor,1,apartment,3750.0
42721206,72.6,south beach,115,260000,1980,simple,2,0,apartment,2261.0
42705300,147.7,south beach,178,650000,2008,simple,1,3,apartment,3652.0
42708872,142.9,south beach,95,320000,1983,simple,2,2,apartment,3368.0
42714099,162.3,south beach,280,1050000,2004,simple,ground-floor,4,maisonette,3750.0
42720680,120.0,south beach,380,850000,1994,simple,ground-floor,6,detached,2237.0
42722029,76.5,south beach,126,350000,1994,simple,2,2,apartment,2778.0
42726576,137.3,south beach,69,350000,1968,simple,ground-floor,1,detached,5072.0
42215113,128.0,south beach,89,220000,1980,premium,3,2,apartment,2472.0
42215154,107.8,south beach,470,1100000,2016,simple,ground-floor,5,detached,2340.0
42228521,148.6,south beach,89,220000,1980,simple,3,2,apartment,2472.0
42228878,156.7,south beach,205,630000,1989,simple,ground-floor,5,detached,3073.0
42234491,66.2,south beach,118,680000,2011,simple,ground-floor,3,apartment,5763.0
42253417,143.1,south beach,63,170000,2008,simple,ground-floor,1,apartment,2698.0
42253329,151.4,south beach,33,56000,1975,simple,semi-basement,1,studio,1697.0
42259616,130.2,south beach,89,550000,2008,simple,2,2,apartment,6180.0
42253912,117.9,south beach,130,350000,1984,simple,4,2,apartment,2692.0
42269883,91.5,south beach,162,390000,1972,simple,2,3,apartment,2407.0
42466859,137.4,south beach,200,700000,1998,simple,1,3,apartment,3500.0
42466889,143.9,south beach,266,1200000,1998,simple,ground-floor,4,maisonette,4511.0
42313239,127.5,south beach,148,800000,2018,simple,1,3,apartment,5405.0
42313870,85.2,south beach,115,475000,2011,simple,1,3,apartment,4130.0
42315074,132.2,south beach,104,305000,1980,simple,1,2,apartment,2933.0
42315080,126.8,south beach,104,360000,1980,simple,2,2,apartment,3462.0
42315707,129.4,south beach,105,295000,1980,simple,1,2,apartment,2810.0
42315709,132.6,south beach,105,330000,1980,simple,2,2,apartment,3143.0
42315825,146.1,south beach,118,530000,2010,simple,1,3,apartment,4492.0
42320524,163.0,south beach,97,350000,1998,simple,2,2,apartment,3608.0
42330955,130.6,south beach,500,1000000,2011,simple,ground-floor,5,building,2000.0
42332076,166.9,south beach,234,600000,1986,simple,ground-floor,4,detached,2564.0
42862350,162.0,south beach,93,380000,2011,simple,3,2,apartment,4086.0
42335964,90.5,south beach,470,1000000,2010,simple,ground-floor,5,apartment,2128.0
42346162,122.4,south beach,89,330000,1978,simple,3,2,apartment,3708.0
42150134,171.0,south beach,230,850000,2009,simple,mezzanine,4,maisonette,3696.0
42361555,107.7,south beach,108,380000,1999,premium,1,2,apartment,3519.0
42372114,136.8,south beach,85,330000,1976,simple,3,2,apartment,3882.0
42209785,118.0,northern sub,650,1400000,2010,simple,ground-floor,5,detached,2154.0
42374488,155.3,south beach,70,160000,1987,simple,1,2,apartment,2286.0
42378938,107.3,south beach,234,615000,1986,simple,ground-floor,3,detached,2628.0
42373202,157.1,south beach,86,350000,1985,simple,3,2,apartment,4070.0
42345119,152.3,northern sub,225,590000,2010,simple,ground-floor,4,maisonette,2622.0
42386655,141.4,south beach,113,475000,2011,simple,1,2,apartment,4204.0
42345199,129.8,northern sub,251,520000,1999,simple,ground-floor,4,maisonette,2072.0
42379800,133.2,south beach,275,1200000,1977,simple,ground-floor,3,detached,4364.0
42393627,148.7,south beach,118,530000,2011,simple,1,2,apartment,4492.0
42393669,144.4,south beach,113,680000,2011,simple,ground-floor,3,apartment,6018.0
42393702,142.1,south beach,118,680000,2011,simple,ground-floor,3,apartment,5763.0
42393719,154.0,south beach,180,1000000,2011,simple,2,4,maisonette,5556.0
42406780,119.8,south beach,108,320000,1980,simple,1,2,apartment,2963.0
42622876,80.5,northern sub,185,300000,1974,simple,ground-floor,5,detached,1622.0
42425428,152.3,south beach,104,295000,1980,simple,1,2,apartment,2837.0
42425483,149.3,south beach,104,350000,1980,simple,2,2,apartment,3365.0
42426393,124.7,south beach,98,460000,2019,simple,ground-floor,3,apartment,4694.0
42627225,89.5,northern sub,187,800000,1990,simple,ground-floor,3,maisonette,4278.0
42426394,126.4,south beach,85,420000,2019,simple,1,2,apartment,4941.0
42426395,127.4,south beach,85,420000,2019,simple,1,2,apartment,4941.0
42426396,125.4,south beach,85,435000,2019,simple,2,2,apartment,5118.0
42426397,127.4,south beach,85,435000,2019,simple,2,2,apartment,5118.0
42426398,130.4,south beach,155,760000,2019,simple,3,3,maisonette,4903.0
42437643,147.6,south beach,63,230000,2012,simple,ground-floor,1,apartment,3651.0
42565455,136.0,northern sub,232,420000,1984,simple,ground-floor,3,detached,1810.0
42405289,156.0,south beach,118,680000,2018,simple,ground-floor,3,apartment,5763.0
42405292,161.0,south beach,113,680000,2018,simple,ground-floor,3,apartment,6018.0
42405301,154.0,south beach,113,475000,2018,simple,1,2,apartment,4204.0
42405306,156.0,south beach,118,530000,2018,simple,1,2,apartment,4492.0
42405309,164.0,south beach,185,1000000,2018,premium,3,4,apartment,5405.0
42412734,150.3,south beach,180,1150000,2007,simple,2,2,maisonette,6389.0
42869819,136.4,south beach,94,380000,2011,simple,3,2,apartment,4043.0
42649259,93.0,northern sub,340,1300000,1974,simple,1,3,detached,3824.0
42485568,114.0,south beach,190,380000,1980,simple,2,4,apartment,2000.0
42573653,112.0,northern sub,95,200000,1962,simple,ground-floor,2,detached,2105.0
42871994,99.6,south beach,400,850000,2015,simple,ground-floor,5,detached,2125.0
42669421,91.0,northern sub,330,1200000,1961,simple,ground-floor,4,detached,3636.0
42669694,95.5,northern sub,444,1200000,1992,simple,ground-floor,4,detached,2703.0
42584883,135.7,northern sub,134,400000,1985,simple,1,3,apartment,2985.0
42574428,128.6,south beach,118,680000,2012,simple,ground-floor,3,apartment,5763.0
42875814,147.0,south beach,186,450000,1994,simple,1,4,apartment,2419.0
42602870,132.0,northern sub,190,1000000,1961,simple,ground-floor,4,detached,5263.0
40663838,54.2,south beach,150,800000,2017,simple,2,3,apartment,5333.0
40663861,50.7,south beach,150,900000,2017,simple,3,3,apartment,6000.0
42682847,86.4,northern sub,134,400000,1985,premium,1,3,apartment,2985.0
43335550,150.9,south beach,63,230000,2011,simple,ground-floor,1,apartment,3651.0
43335552,165.6,south beach,122,490000,2012,simple,4,3,apartment,4016.0
40668507,152.7,south beach,113,475000,2011,simple,1,2,apartment,4204.0
40669926,148.0,south beach,110,230000,2006,simple,ground-floor,3,apartment,2091.0
42167720,151.3,south beach,147,690000,1990,simple,4,0,maisonette,4694.0
42167868,139.0,south beach,120,380000,1999,simple,1,0,apartment,3167.0
40673943,158.9,south beach,120,680000,2010,simple,ground-floor,3,apartment,5667.0
40673959,166.1,south beach,115,680000,2010,simple,ground-floor,3,apartment,5913.0
42174574,80.5,south beach,150,800000,2018,simple,1,3,apartment,5333.0
40678396,123.8,south beach,185,1000000,2012,simple,2,4,maisonette,5405.0
40678397,114.7,south beach,120,680000,2012,simple,ground-floor,3,apartment,5667.0
40678399,112.0,south beach,120,530000,2012,simple,1,3,apartment,4417.0
42509530,122.8,south beach,234,630000,1986,simple,1,4,maisonette,2692.0
40679432,163.2,south beach,120,530000,2010,simple,1,3,apartment,4417.0
42677770,150.3,northern sub,251,520000,1999,simple,basement,4,maisonette,2072.0
40679700,158.5,south beach,115,510000,2010,simple,1,3,apartment,4435.0
42513973,86.0,south beach,133,550000,2009,simple,ground-floor,3,apartment,4135.0
42513974,67.5,south beach,75,250000,2009,simple,ground-floor,1,apartment,3333.0
42505737,162.0,south beach,75,235000,1972,simple,4,2,apartment,3133.0
42523044,106.9,south beach,350,1000000,1995,simple,ground-floor,4,detached,2857.0
40685722,163.5,south beach,185,925000,2010,simple,2,4,maisonette,5000.0
42538393,154.3,south beach,110,385000,2009,simple,1,3,apartment,3500.0
42543516,158.0,south beach,470,1100000,2015,simple,ground-floor,5,detached,2340.0
42820628,98.4,northern sub,363,850000,1986,simple,ground-floor,6,detached,2342.0
42754445,148.5,northern sub,428,620000,1993,star,ground-floor,5,detached,1449.0
42887417,158.5,south beach,240,900000,2005,simple,ground-floor,4,detached,3750.0
40194434,119.5,northern sub,242,1250000,1985,simple,ground-floor,3,detached,5165.0
42968377,131.9,northern sub,166,300000,1974,simple,3,2,apartment,1807.0
40248578,120.2,northern sub,340,1300000,1998,simple,ground-floor,5,detached,3824.0
42889639,129.1,south beach,160,750000,2010,simple,4,2,apartment,4688.0
42891383,149.0,south beach,270,1150000,2000,simple,ground-floor,1,maisonette,4259.0
42892211,153.7,south beach,90,300000,1980,simple,4,2,apartment,3333.0
40309171,70.8,northern sub,500,480000,1990,simple,ground-floor,5,detached,960.0
40487906,166.0,northern sub,240,750000,2012,simple,ground-floor,3,maisonette,3125.0
40508877,104.0,northern sub,400,730000,1995,simple,ground-floor,4,detached,1825.0
42897115,106.4,south beach,400,1150000,2005,simple,ground-floor,5,detached,2875.0
40707876,85.4,south beach,320,750000,1990,simple,ground-floor,4,detached,2344.0
41878674,91.6,south beach,115,660000,2012,simple,ground-floor,3,apartment,5739.0
41878676,98.0,south beach,115,680000,2012,simple,ground-floor,3,apartment,5913.0
41881082,90.5,south beach,148,800000,2018,simple,1,3,apartment,5405.0
40197297,97.7,south beach,275,600000,1994,simple,1,4,maisonette,2182.0
42586713,134.4,south beach,230,1150000,2019,simple,4,3,apartment,5000.0
41883393,78.4,south beach,110,520000,2014,simple,4,2,apartment,4727.0
42586716,131.3,south beach,190,960000,2019,simple,4,3,apartment,5053.0
40209846,139.3,south beach,272,650000,1994,simple,1,4,maisonette,2390.0
42586717,129.6,south beach,115,650000,2019,simple,4,3,apartment,5652.0
41885251,146.0,south beach,105,280000,1980,simple,2,2,apartment,2667.0
40221308,142.5,south beach,251,2150000,2010,simple,3,4,maisonette,8566.0
41885260,158.0,south beach,113,485000,2011,simple,1,3,apartment,4292.0
42586719,123.3,south beach,89,420000,2019,up,4,2,apartment,4719.0
41885261,156.0,south beach,120,530000,2011,simple,1,3,apartment,4417.0
40231494,111.5,south beach,320,1200000,1995,simple,ground-floor,5,detached,3750.0
42586720,129.1,south beach,110,550000,2019,simple,4,3,apartment,5000.0
41885262,157.0,south beach,120,680000,2011,simple,ground-floor,3,apartment,5667.0
40235581,161.5,south beach,63,230000,2011,simple,mezzanine,1,apartment,3651.0
42586722,131.8,south beach,65,320000,2019,simple,4,2,apartment,4923.0
41885267,157.0,south beach,115,680000,2011,simple,ground-floor,3,apartment,5913.0
42586724,127.4,south beach,45,180000,2019,simple,4,1,apartment,4000.0
41885268,158.0,south beach,185,1000000,2011,simple,2,4,maisonette,5405.0
40259776,118.9,south beach,110,385000,2010,simple,1,3,apartment,3500.0
42586725,123.1,south beach,47,180000,2019,simple,4,1,apartment,3830.0
42586736,142.2,south beach,378,1500000,2019,simple,4,4,apartment,3968.0
41890394,134.4,south beach,97,360000,1998,simple,2,2,apartment,3711.0
40268754,154.5,south beach,238,1366000,2010,simple,3,3,maisonette,5739.0
42586986,139.5,south beach,360,900000,2004,simple,ground-floor,4,detached,2500.0
41910380,88.0,south beach,115,485000,2010,simple,1,2,apartment,4217.0
40278284,161.0,south beach,154,600000,2010,simple,3,3,apartment,3896.0
40278285,148.6,south beach,110,320000,2010,simple,1,3,apartment,2909.0
40295776,89.4,south beach,157,550000,2009,simple,3,3,maisonette,3503.0
40304140,161.5,south beach,177,846000,2010,simple,1,3,apartment,4780.0
40304142,157.1,south beach,117,546000,2010,simple,1,2,apartment,4667.0
40304212,151.0,south beach,165,796000,2010,simple,1,3,apartment,4824.0
40315603,128.4,south beach,272,650000,1996,simple,1,4,maisonette,2390.0
40725273,134.0,south beach,104,270000,1980,simple,1,2,apartment,2596.0
40336104,158.2,south beach,250,620000,1986,simple,ground-floor,3,detached,2480.0
40341528,159.5,south beach,470,1100000,2009,simple,ground-floor,5,detached,2340.0
40341639,156.0,south beach,185,880000,2010,simple,2,4,maisonette,4757.0
40341640,149.0,south beach,115,680000,2010,simple,ground-floor,3,apartment,5913.0
40341641,151.0,south beach,115,475000,2010,simple,1,3,apartment,4130.0
40354737,87.4,south beach,115,465000,2011,simple,1,3,apartment,4043.0
42911310,89.0,south beach,128,570000,2007,simple,1,3,apartment,4453.0
41924527,128.4,south beach,250,1150000,1982,simple,4,4,apartment,4600.0
40400054,147.6,south beach,185,1000000,2011,simple,2,4,maisonette,5405.0
40743005,141.0,south beach,126,680000,2010,simple,1,2,apartment,5397.0
41924969,153.3,south beach,200,700000,1994,premium,1,3,apartment,3500.0
40400065,143.7,south beach,118,530000,2011,simple,1,2,apartment,4492.0
40400319,149.6,south beach,113,680000,2011,simple,ground-floor,3,apartment,6018.0
42915260,135.3,south beach,130,570000,2009,simple,1,3,apartment,4385.0
40400508,147.4,south beach,470,1000000,2015,simple,ground-floor,5,maisonette,2128.0
40400629,150.3,south beach,118,680000,2011,simple,ground-floor,3,apartment,5763.0
42916041,136.4,south beach,130,570000,2010,premium,1,3,apartment,4385.0
41929184,109.0,south beach,250,1150000,1982,simple,4,4,apartment,4600.0
41929285,110.5,south beach,320,900000,2006,simple,ground-floor,4,detached,2812.0
40746464,152.0,south beach,200,875000,1998,simple,2,4,apartment,4375.0
43303753,169.0,south beach,250,2250000,2014,simple,3,3,maisonette,9000.0
42916156,130.1,south beach,88,515000,2019,simple,1,1,apartment,5852.0
41929801,160.8,south beach,250,1150000,1984,simple,4,4,apartment,4600.0
40746467,154.0,south beach,237,950000,1998,simple,2,5,apartment,4008.0
43303756,171.0,south beach,197,1550000,2014,simple,2,3,apartment,7868.0
40749598,124.0,south beach,414,2200000,2014,simple,ground-floor,4,apartment,5314.0
43303761,163.0,south beach,216,1650000,2014,simple,2,4,maisonette,7639.0
41930513,93.5,south beach,480,1200000,2015,simple,ground-floor,5,detached,2500.0
40749604,129.0,south beach,254,1700000,2014,simple,ground-floor,4,apartment,6693.0
43303764,168.4,south beach,88,515000,2014,simple,1,1,apartment,5852.0
43303768,167.0,south beach,254,1700000,2014,simple,ground-floor,4,maisonette,6693.0
41930920,106.9,south beach,135,360000,1976,simple,1,3,apartment,2667.0
43303773,165.0,south beach,414,2200000,2014,simple,ground-floor,4,maisonette,5314.0
40406257,105.6,south beach,55,220000,2011,simple,ground-floor,1,apartment,4000.0
40749619,126.0,south beach,251,2250000,2014,simple,3,3,apartment,8964.0
40407816,115.9,south beach,144,345000,2000,premium,2,4,apartment,2396.0
40749894,119.0,south beach,88,515000,2014,simple,1,2,apartment,5852.0
40420614,82.5,south beach,60,210000,2006,simple,1,1,apartment,3500.0
40749895,129.0,south beach,215,1650000,2014,simple,2,4,maisonette,7674.0
40425912,114.5,south beach,200,1200000,1998,simple,2,3,apartment,6000.0
40749896,128.0,south beach,198,1550000,2014,simple,2,3,apartment,7828.0
40427006,108.0,south beach,160,1350000,1958,simple,ground-floor,3,detached,8438.0
43351655,130.0,south beach,330,900000,1990,premium,ground-floor,5,villa,2727.0
40431144,69.3,south beach,320,1100000,1998,simple,ground-floor,4,detached,3438.0
43306072,146.7,south beach,177,846000,2011,simple,1,3,apartment,4780.0
43306074,146.3,south beach,116,546000,2011,simple,1,2,apartment,4707.0
40445852,95.0,south beach,372,1500000,1989,simple,ground-floor,4,apartment,4032.0
40445863,100.0,south beach,120,660000,2012,simple,ground-floor,3,apartment,5500.0
40445865,109.0,south beach,185,1000000,2012,simple,2,4,maisonette,5405.0
41940686,152.5,south beach,185,925000,2009,simple,2,4,apartment,5000.0
40446118,107.5,south beach,450,1800000,2003,simple,ground-floor,6,detached,4000.0
41951622,139.9,south beach,400,1200000,1995,simple,ground-floor,5,detached,3000.0
40459333,122.4,south beach,250,1200000,2007,simple,2,4,apartment,4800.0
41954377,76.6,south beach,115,660000,2010,simple,ground-floor,3,apartment,5739.0
42593733,141.0,south beach,362,1520000,1989,simple,ground-floor,5,apartment,4199.0
41974252,82.1,south beach,47,98000,1973,star,ground-floor,1,apartment,2085.0
40773860,156.9,south beach,256,1100000,2010,simple,4,3,apartment,4297.0
40462442,119.0,south beach,200,850000,1998,simple,2,3,apartment,4250.0
43309430,146.0,south beach,70,240000,1972,simple,4,2,apartment,3429.0
40773901,119.5,south beach,294,2400000,2009,simple,3,4,maisonette,8163.0
40463245,102.7,south beach,440,2200000,2010,simple,ground-floor,5,maisonette,5000.0
41922838,161.1,south beach,100,360000,1981,simple,2,2,apartment,3600.0
40773902,127.0,south beach,251,2050000,2009,simple,3,3,maisonette,8167.0
43310100,134.8,south beach,100,300000,2018,simple,2,3,apartment,3000.0
40773904,148.0,south beach,292,2380000,2009,simple,3,4,apartment,8151.0
43310134,143.0,south beach,63,230000,2011,simple,ground-floor,1,apartment,3651.0
40773905,127.0,south beach,162,1050000,2009,simple,2,3,apartment,6481.0
40464407,92.0,south beach,118,680000,2008,simple,ground-floor,3,apartment,5763.0
40773907,125.5,south beach,193,990000,2009,simple,1,3,apartment,5130.0
40774297,160.0,south beach,150,600000,2010,simple,1,3,apartment,4000.0
41994944,103.4,south beach,105,330000,1980,simple,2,2,apartment,3143.0
42003106,121.5,south beach,272,650000,1994,simple,1,3,maisonette,2390.0
42006967,94.5,south beach,126,450000,2006,simple,3,3,apartment,3571.0
42007695,147.0,south beach,110,385000,2005,simple,1,2,apartment,3500.0
42008025,159.7,south beach,185,395000,2000,simple,1,3,maisonette,2135.0
40777535,105.4,south beach,400,1150000,2005,simple,ground-floor,5,detached,2875.0
40468240,115.2,south beach,120,450000,2007,simple,2,3,apartment,3750.0
43357447,124.5,south beach,196,425000,2008,simple,1,4,apartment,2168.0
42014092,153.8,south beach,230,770000,2006,simple,1,4,apartment,3348.0
42594116,127.0,south beach,55,230000,2012,simple,ground-floor,1,apartment,4182.0
40470273,101.5,south beach,105,295000,1995,simple,1,2,apartment,2810.0
40784073,64.2,south beach,150,430000,2005,simple,ground-floor,3,apartment,2867.0
40470274,90.5,south beach,105,350000,1995,simple,2,2,apartment,3333.0
42018222,143.6,south beach,105,295000,1980,simple,1,2,apartment,2810.0
40792302,106.5,south beach,200,1500000,2017,simple,4,4,apartment,7500.0
43311416,140.7,south beach,165,796000,2011,simple,1,3,apartment,4824.0
42020994,82.5,south beach,315,900000,2005,simple,ground-floor,4,maisonette,2857.0
40795333,156.0,south beach,234,605000,1986,simple,ground-floor,4,detached,2585.0
40477241,119.2,south beach,250,1500000,2006,simple,2,6,maisonette,6000.0
40477248,125.0,south beach,480,2000000,2009,simple,ground-floor,5,detached,4167.0
40482201,112.9,south beach,414,2100000,2012,simple,ground-floor,4,apartment,5072.0
40483948,140.4,south beach,370,1580000,2005,simple,ground-floor,4,detached,4270.0
40483952,158.8,south beach,117,596000,2010,simple,2,2,apartment,5094.0
43312699,125.8,south beach,118,680000,2018,simple,ground-floor,3,apartment,5763.0
43312700,129.5,south beach,118,530000,2018,simple,1,2,apartment,4492.0
40402277,134.5,south beach,462,1350000,2010,simple,basement,3,maisonette,2922.0
43312701,122.7,south beach,113,510000,2018,simple,1,2,apartment,4513.0
43312702,138.0,south beach,185,985000,2018,simple,2,3,maisonette,5324.0
42033809,147.5,south beach,148,800000,2018,simple,1,3,apartment,5405.0
40802634,105.8,south beach,155,475000,2010,simple,basement,4,apartment,3065.0
42916305,122.1,south beach,70,235000,1979,simple,3,2,apartment,3357.0
43358351,155.5,south beach,156,680000,2020,simple,ground-floor,3,maisonette,4359.0
42038246,119.5,south beach,253,1500000,2014,simple,ground-floor,4,apartment,5929.0
42038696,139.2,south beach,113,680000,2012,simple,ground-floor,3,apartment,6018.0
43358476,160.5,south beach,168,680000,2020,simple,ground-floor,3,maisonette,4048.0
42038712,140.4,south beach,118,530000,2012,simple,1,3,apartment,4492.0
43358492,167.5,south beach,150,630000,2020,simple,ground-floor,3,maisonette,4200.0
42038741,143.3,south beach,113,485000,2012,simple,1,3,apartment,4292.0
42038761,140.0,south beach,185,1000000,2012,simple,2,4,maisonette,5405.0
40495864,108.7,south beach,170,1200000,2003,simple,5,3,apartment,7059.0
43313299,141.6,south beach,130,540000,2018,simple,4,2,apartment,4154.0
43313300,141.0,south beach,250,1050000,2018,simple,4,4,apartment,4200.0
42048022,137.0,south beach,63,230000,2011,simple,ground-floor,1,apartment,3651.0
40497578,130.6,south beach,120,530000,2016,simple,1,3,apartment,4417.0
40497582,124.6,south beach,113,475000,2016,simple,1,2,apartment,4204.0
42595195,118.0,south beach,63,230000,2011,simple,ground-floor,1,apartment,3651.0
40497592,125.3,south beach,185,1000000,2016,simple,2,4,maisonette,5405.0
42051414,133.9,south beach,88,515000,2018,simple,1,1,apartment,5852.0
40497599,125.8,south beach,113,680000,2016,simple,ground-floor,3,apartment,6018.0
40438217,144.0,south beach,190,1500000,1914,simple,ground-floor,3,detached,7895.0
43358526,172.0,south beach,90,550000,2020,simple,1,2,apartment,6111.0
40497609,132.4,south beach,115,680000,2016,simple,ground-floor,3,apartment,5913.0
43358556,166.0,south beach,85,580000,2020,simple,1,2,apartment,6824.0
43358568,147.0,south beach,149,1000000,2020,simple,3,3,maisonette,6711.0
40807746,136.3,south beach,208,1350000,2002,simple,3,3,apartment,6490.0
40499648,100.9,south beach,160,750000,2009,simple,4,3,apartment,4688.0
43358572,173.0,south beach,82,510000,2020,simple,1,2,apartment,6220.0
40499791,74.3,south beach,173,690000,1990,simple,4,3,maisonette,3988.0
43358643,167.0,south beach,179,1150000,2020,simple,3,3,maisonette,6425.0
40810161,106.5,south beach,310,1500000,2011,simple,ground-floor,4,detached,4839.0
40812284,79.0,south beach,108,255000,1985,simple,2,2,apartment,2361.0
40821728,130.9,south beach,205,910000,1999,simple,2,4,apartment,4439.0
40825481,68.5,south beach,280,650000,2004,simple,1,3,apartment,2321.0
40825485,68.5,south beach,280,680000,2004,simple,2,2,apartment,2429.0
40831224,155.0,south beach,500,1800000,2003,simple,ground-floor,6,detached,3600.0
42920309,161.0,south beach,130,570000,2009,simple,1,0,apartment,4385.0
40834766,168.5,south beach,480,2000000,2008,simple,2,4,maisonette,4167.0
40835260,136.3,south beach,60,180000,1966,simple,ground-floor,1,detached,3000.0
42920473,88.5,south beach,130,490000,2009,simple,mezzanine,3,maisonette,3769.0
42595526,125.6,south beach,188,390000,1981,simple,ground-floor,5,detached,2074.0
40844428,121.9,south beach,115,475000,2012,simple,1,3,apartment,4130.0
35101150,68.1,south beach,470,1100000,2009,simple,ground-floor,5,detached,2340.0
